age,sex,race,marital_status,relationship_label,functional_weight,education,workclass,occupation,capital_gain,capital_loss,hours_per_week,native_country,target
-0.95,0.0,0.0,1.0,0.6666666666666666,0.14850197946722135,1.3333333333333333,-4.0,-1.0,0.0,0.0,-1.4,0.0,0.0
0.75,0.0,0.0,0.0,-0.3333333333333333,-0.5670670334831913,0.3333333333333333,0.0,0.42857142857142855,0.0,0.0,2.0,0.0,1.0
0.85,-1.0,0.0,1.0,0.0,2.075488156746964,1.3333333333333333,0.0,-0.42857142857142855,0.0,0.0,1.0,0.0,1.0
-0.65,0.0,0.0,1.0,0.6666666666666666,-0.47845232503522783,1.3333333333333333,0.0,1.0,0.0,0.0,2.0,0.0,0.0
0.3,0.0,0.0,0.0,-0.3333333333333333,0.5458296987183788,0.0,2.0,-0.5714285714285714,0.0,0.0,4.0,0.0,0.0
0.05,0.0,0.0,0.0,-0.3333333333333333,-0.3814416560424076,0.0,0.0,-0.5714285714285714,7298.0,0.0,2.0,0.0,1.0
-0.85,-1.0,0.0,1.0,0.6666666666666666,0.2316144400456284,1.3333333333333333,0.0,-0.5714285714285714,0.0,0.0,-3.0,0.0,0.0
-0.05,0.0,0.0,0.0,-0.3333333333333333,0.05655740454941958,1.0,0.0,0.42857142857142855,0.0,0.0,3.0,0.0,1.0
0.7,-1.0,0.0,2.0,1.0,-0.9182211635241226,-2.6666666666666665,0.0,0.14285714285714285,0.0,0.0,-1.0,-7.0,0.0
1.65,0.0,0.0,0.0,-0.3333333333333333,0.874706434945984,0.0,0.0,-0.14285714285714285,0.0,2174.0,0.0,0.0,1.0
-0.1,0.0,0.0,1.0,0.6666666666666666,0.17946889887942025,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0
-0.05,0.0,0.0,0.0,-0.3333333333333333,-0.6269794672213648,0.0,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0
1.35,0.0,0.0,0.0,-0.3333333333333333,0.024122659867140843,-3.3333333333333335,0.0,-0.5714285714285714,0.0,2179.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,-0.3333333333333333,-0.8649349124337382,0.0,-3.0,-0.42857142857142855,5178.0,0.0,0.0,0.0,1.0
-0.05,0.0,0.0,0.0,-0.3333333333333333,0.1909095484130712,-0.6666666666666666,0.0,-0.42857142857142855,0.0,0.0,2.0,0.0,0.0
1.3,0.0,-2.0,0.0,-0.3333333333333333,0.39208548614372946,0.0,0.0,-0.14285714285714285,0.0,0.0,0.0,-39.0,0.0
0.85,-1.0,-2.0,-1.0,0.0,-1.0733661007850768,-0.6666666666666666,0.0,-0.42857142857142855,0.0,0.0,1.0,0.0,1.0
-0.4,0.0,0.0,1.0,0.0,0.09401630544185735,0.0,0.0,-0.42857142857142855,2174.0,0.0,2.0,0.0,0.0
-0.7,-1.0,0.0,0.0,1.3333333333333333,0.25731396363148357,0.0,0.0,0.0,3942.0,0.0,0.0,0.0,0.0
0.3,-1.0,0.0,1.5,0.0,-0.050258337247534056,0.0,0.0,-0.42857142857142855,0.0,0.0,1.6,0.0,0.0
-0.65,-1.0,0.0,1.0,0.6666666666666666,0.2839528953901899,-1.3333333333333333,-2.0,-0.8571428571428571,0.0,0.0,-4.0,-39.0,0.0
0.05,-1.0,0.0,1.5,1.0,-0.4647050929343085,0.0,0.0,-0.5714285714285714,0.0,0.0,-1.0,0.0,0.0
0.15,0.0,0.0,0.0,-0.3333333333333333,0.5212708850566999,-1.3333333333333333,-2.0,-0.42857142857142855,0.0,0.0,0.0,0.0,1.0
0.0,-1.0,0.0,1.0,0.0,0.08510870294571563,-0.6666666666666666,0.0,-0.8571428571428571,0.0,0.0,-1.0,0.0,0.0
0.2,0.0,0.0,0.0,-0.3333333333333333,0.13654968798228545,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.0,1.0,0.6599845668657317,0.0,0.0,-0.5714285714285714,1506.0,0.0,0.0,0.0,0.0
0.65,-1.0,0.0,-1.0,1.0,-0.4155371401731195,0.0,0.0,0.14285714285714285,0.0,0.0,-3.0,0.0,0.0
-0.9,-1.0,0.0,1.0,0.6666666666666666,-0.6488374823860967,-3.3333333333333335,2.0,-0.8571428571428571,0.0,0.0,-2.0,0.0,0.0
-0.45,0.0,0.0,0.0,-0.3333333333333333,-0.1853569751056834,1.3333333333333333,0.0,-0.5714285714285714,0.0,0.0,4.0,0.0,1.0
-0.45,0.0,0.0,1.5,0.3333333333333333,0.22012346507414615,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
-0.1,0.0,0.0,0.0,-0.3333333333333333,-0.4334781587599812,0.0,0.0,-0.42857142857142855,0.0,0.0,1.6,0.0,0.0
0.05,0.0,-2.0,1.0,0.6666666666666666,0.8468009796685231,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
0.55,0.0,-3.0,0.0,-0.3333333333333333,-0.7305995437160303,-2.0,0.0,0.14285714285714285,0.0,0.0,-2.0,-36.0,0.0
-0.7,0.0,-2.0,1.0,0.6666666666666666,0.9482235120445548,1.3333333333333333,0.0,0.7142857142857143,0.0,0.0,-3.0,0.0,0.0
-0.8,0.0,0.0,1.0,0.0,-1.2214319264577602,1.3333333333333333,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0
-0.8,0.0,0.0,1.0,0.6666666666666666,0.8390508622425015,1.3333333333333333,-4.0,-1.0,0.0,0.0,-4.8,0.0,0.0
1.05,0.0,0.0,0.0,-0.3333333333333333,-0.6208733140978326,1.3333333333333333,0.0,-0.5714285714285714,0.0,0.0,0.0,0.0,1.0
0.55,-1.0,0.0,-1.0,1.0,-1.0366788566060525,0.0,0.0,0.42857142857142855,0.0,0.0,-0.4,0.0,0.0
-0.7,-1.0,0.0,0.0,1.3333333333333333,-0.07689726900624036,1.3333333333333333,0.0,-0.42857142857142855,0.0,0.0,-3.0,0.0,0.0
-0.25,-1.0,0.0,1.0,0.0,-0.5016188015835737,0.3333333333333333,0.0,-0.42857142857142855,0.0,0.0,1.0,0.0,1.0
-0.6,0.0,0.0,1.0,0.0,0.5377105280815944,-0.6666666666666666,0.0,-0.8571428571428571,0.0,0.0,0.0,0.0,0.0
-0.7,-1.0,0.0,1.0,0.6666666666666666,-0.06932329061262833,1.3333333333333333,3.0,0.42857142857142855,0.0,0.0,-6.8,0.0,0.0
0.3,-1.0,0.0,0.0,1.3333333333333333,-0.6080487150238207,1.3333333333333333,-2.0,-0.8571428571428571,0.0,1902.0,0.0,0.0,1.0
0.3,0.0,0.0,1.0,0.0,-0.2816379252499497,-0.6666666666666666,-3.0,-0.42857142857142855,0.0,0.0,0.0,0.0,1.0
-0.7,-1.0,0.0,1.0,0.0,1.0664128027913844,-1.0,3.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
-0.1,0.0,0.0,0.0,-0.3333333333333333,-0.05357981614440046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,0.0,0.0,0.0,-0.3333333333333333,-0.41191370864926524,-3.6666666666666665,0.0,-0.5714285714285714,0.0,0.0,1.6,0.0,0.0
-0.2,0.0,-3.0,1.0,0.6666666666666666,-0.9151261490974971,-1.0,0.0,0.7142857142857143,0.0,0.0,0.0,-9.0,0.0
0.2,-1.0,-2.0,1.5,1.0,0.1026219553110112,0.0,0.0,0.14285714285714285,0.0,0.0,-4.0,0.0,0.0
0.15,0.0,0.0,0.0,-0.3333333333333333,0.6209823525464672,-2.3333333333333335,0.0,0.14285714285714285,0.0,0.0,0.0,-13.0,0.0
0.4,0.0,-2.0,0.0,-0.3333333333333333,0.6947929946990539,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
0.55,-1.0,0.0,0.0,1.3333333333333333,-1.2337448835804872,1.3333333333333333,-2.0,-0.42857142857142855,5178.0,0.0,0.0,0.0,1.0
1.05,0.0,0.0,0.0,-0.3333333333333333,0.2605767295175468,-2.6666666666666665,0.0,0.14285714285714285,0.0,0.0,-0.4,-34.0,0.0
1.05,0.0,0.0,0.0,-0.3333333333333333,-1.2041870764275648,1.3333333333333333,0.0,0.7142857142857143,0.0,1887.0,0.0,0.0,1.0
-0.75,-1.0,0.0,1.0,0.6666666666666666,-0.4253254378313091,0.0,0.0,0.14285714285714285,0.0,0.0,-0.8,0.0,0.0
0.8,0.0,0.0,0.0,-0.3333333333333333,0.5247097899751728,1.3333333333333333,0.0,-0.5714285714285714,0.0,0.0,0.0,0.0,0.0
-0.25,0.0,0.0,1.0,1.0,0.5518268133932765,0.0,0.0,-0.5714285714285714,0.0,0.0,-6.0,0.0,0.0
-0.75,0.0,0.0,0.0,-0.3333333333333333,0.017555190230155,1.3333333333333333,0.0,-0.14285714285714285,0.0,0.0,-2.4,0.0,0.0
-0.55,-1.0,-2.0,1.0,1.0,-0.15482620948802256,1.3333333333333333,0.0,-0.42857142857142855,0.0,0.0,0.0,0.0,0.0
-0.7,-1.0,0.0,1.0,0.0,0.12358250016775146,-0.6666666666666666,0.0,0.42857142857142855,0.0,0.0,-0.4,0.0,0.0
-0.95,-1.0,0.0,1.0,0.0,1.0355129839629604,0.0,0.0,0.7142857142857143,0.0,0.0,-4.0,0.0,0.0
0.2,0.0,0.0,0.0,-0.3333333333333333,0.3537458900892438,-0.3333333333333333,0.0,0.42857142857142855,0.0,0.0,2.0,0.0,1.0
-0.4,0.0,0.0,0.0,-0.3333333333333333,-0.24350801851976112,1.3333333333333333,0.0,-0.5714285714285714,0.0,1485.0,0.0,0.0,1.0
-0.4,0.0,0.0,0.0,-0.3333333333333333,-0.381483593907267,0.0,0.0,-0.5714285714285714,0.0,0.0,0.0,0.0,0.0
-0.55,-1.0,0.0,-1.0,0.6666666666666666,-0.019694021337985642,0.0,0.0,-0.8571428571428571,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,-0.3333333333333333,-0.08654297792390794,-0.6666666666666666,0.0,-0.42857142857142855,0.0,0.0,-1.6,0.0,0.0
-0.2,0.0,0.0,0.0,-0.3333333333333333,0.1165872643091995,-0.6666666666666666,2.0,-0.5714285714285714,0.0,0.0,2.0,0.0,0.0
0.5,0.0,0.0,-1.0,0.0,0.4626165872643092,0.3333333333333333,0.0,0.7142857142857143,27828.0,0.0,4.0,0.0,1.0
0.6,0.0,0.0,1.0,0.3333333333333333,0.524332349191438,-2.0,0.0,0.14285714285714285,0.0,0.0,-1.0,0.0,0.0
0.1,-1.0,0.0,-1.0,0.0,0.5620093269811447,-0.6666666666666666,0.0,-0.42857142857142855,0.0,0.0,-3.0,0.0,0.0
-0.8,0.0,0.0,1.0,0.3333333333333333,0.6178957256928135,0.0,0.0,-0.14285714285714285,0.0,0.0,-4.0,-13.0,0.0
-0.55,0.0,0.0,1.0,0.6666666666666666,-0.4872173387908475,-0.6666666666666666,0.0,-0.8571428571428571,0.0,0.0,-3.2,0.0,0.0
-0.35,-1.0,-3.0,1.5,1.0,-0.7502096893242971,1.3333333333333333,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
0.5,0.0,-2.0,0.0,-0.3333333333333333,1.8840082533718043,1.3333333333333333,-3.0,-0.42857142857142855,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,-1.0,1.0,0.6791166208146011,0.0,0.0,-0.5714285714285714,0.0,0.0,0.0,0.0,0.0
-0.05,-1.0,0.0,0.0,1.3333333333333333,1.3565641146077971,-0.3333333333333333,3.0,0.42857142857142855,0.0,0.0,-0.8,0.0,1.0
-0.5,0.0,0.0,0.0,-0.3333333333333333,0.061346708716365835,-0.6666666666666666,0.0,0.7142857142857143,0.0,0.0,4.0,0.0,1.0
0.5,0.0,0.0,0.0,-0.3333333333333333,-0.249781923102731,1.0,-2.0,0.42857142857142855,0.0,0.0,-1.0,0.0,0.0
0.7,0.0,0.0,1.0,0.0,-0.9537760853519426,0.0,0.0,-0.2857142857142857,0.0,0.0,4.0,-39.0,0.0
0.65,0.0,0.0,0.0,-0.3333333333333333,1.4951939206871099,0.0,3.0,0.42857142857142855,0.0,0.0,1.6,0.0,1.0
0.15,0.0,0.0,0.0,-0.3333333333333333,0.6911779507481715,-0.6666666666666666,0.0,-0.8571428571428571,0.0,0.0,0.0,-13.0,0.0
-0.15,0.0,0.0,0.0,-0.3333333333333333,-0.20328121854660136,0.3333333333333333,1.0,0.7142857142857143,0.0,0.0,4.0,0.0,1.0
0.0,0.0,0.0,0.0,-0.3333333333333333,0.3051566798631148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.45,0.0,0.0,0.0,-0.3333333333333333,0.06683218143997853,-0.6666666666666666,0.0,0.7142857142857143,0.0,0.0,-7.0,0.0,1.0
0.55,0.0,0.0,0.0,-0.3333333333333333,-0.6877558209756425,-0.6666666666666666,0.0,-0.42857142857142855,0.0,0.0,4.0,-27.0,1.0
0.85,-1.0,0.0,-1.0,1.0,-0.005711937193853586,0.0,0.0,-0.8571428571428571,0.0,0.0,0.4,0.0,0.0
0.05,0.0,0.0,0.0,-0.3333333333333333,0.10403106757028786,-3.3333333333333335,0.0,-0.5714285714285714,0.0,0.0,0.0,0.0,0.0
0.65,0.0,-3.0,0.0,-0.3333333333333333,1.3520012749110917,1.0,-2.0,-0.8571428571428571,0.0,0.0,0.0,-14.0,1.0
-0.75,-1.0,0.0,1.0,0.0,-0.511583238274173,1.3333333333333333,0.0,-0.8571428571428571,0.0,0.0,-1.0,0.0,0.0
0.25,-1.0,0.0,-1.0,1.0,-0.9385358652620278,1.3333333333333333,0.0,-0.42857142857142855,0.0,0.0,1.0,0.0,0.0
0.65,0.0,-3.0,0.0,-0.3333333333333333,1.0430114741998255,-0.6666666666666666,1.0,-0.42857142857142855,7688.0,0.0,2.0,-15.0,1.0
-0.4,-1.0,0.0,-1.0,1.0,-0.9476615446554385,1.3333333333333333,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,-0.3333333333333333,0.20726531570824666,1.3333333333333333,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,1.0
-0.1,-1.0,0.0,1.0,0.0,0.09912433738173522,1.3333333333333333,0.0,-0.42857142857142855,0.0,0.0,0.0,0.0,0.0
-0.9,-1.0,0.0,1.0,0.6666666666666666,-1.0166661074951353,0.0,0.0,0.14285714285714285,0.0,0.0,-3.0,0.0,0.0
0.5,0.0,0.0,0.0,-0.3333333333333333,1.5190314030732068,-0.6666666666666666,0.0,-0.5714285714285714,0.0,0.0,0.0,0.0,0.0
-0.5,0.0,0.0,0.0,-0.3333333333333333,-0.37458900892437763,1.3333333333333333,0.0,0.42857142857142855,0.0,0.0,9.6,0.0,0.0
0.8,0.0,0.0,0.0,-0.3333333333333333,0.42058645910219417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
